dataset_id,tile_r,tile_c,tile_h,tile_w,channels
2022-11-14_05h15m11s,0,256,256,256,29
2022-11-14_05h15m11s,256,0,256,256,21
2022-11-14_05h15m11s,256,256,256,256,29
2023-06-02_05h23m11s,0,0,256,256,9
2023-06-02_05h23m11s,0,256,256,256,9
2023-06-02_05h23m11s,256,0,256,256,9
2023-06-02_05h23m11s,256,256,256,256,9
2023-06-02_05h14m56s,0,0,256,256,15
2023-06-02_05h14m56s,0,256,256,256,15
2023-06-02_05h14m56s,256,0,256,256,15
2023-06-02_05h14m56s,256,256,256,256,15
2024-03-07_09h25m45s,0,0,256,256,30
2024-06-12_15h42m44s,0,0,256,256,53
2023-08-29_12h24m36s,0,0,256,256,32
2023-08-15_17h20m52s,0,0,256,256,21
2024-11-14_15h40m30s,0,0,256,256,17
2024-11-14_15h40m30s,0,256,256,256,17
2024-11-14_15h40m30s,0,512,256,256,17
2023-06-02_05h13m52s,0,0,256,256,16
2023-06-02_05h13m52s,0,256,256,256,16
2023-06-02_05h13m52s,256,0,256,256,16
2023-06-02_05h13m52s,256,256,256,256,16
2024-02-27_17h29m40s,0,0,256,256,28
2024-02-27_17h29m40s,0,256,256,256,33
2024-02-27_17h29m40s,0,512,256,256,37
2022-07-06_09h33m52s,0,0,209,273,64
2023-09-07_11h42m18s,0,0,133,268,64
2023-08-10_07h21m08s,0,0,86,168,64
2023-12-18_17h45m47s,0,0,271,205,64
2023-08-12_12h11m58s,0,0,95,188,64
2024-04-03_01h17m03s,0,0,54,86,64
2023-11-23_18h31m21s,0,0,75,161,64
2023-12-01_11h35m44s,0,0,269,200,64
2023-11-22_10h40m34s,0,0,73,78,64
2023-06-27_23h39m21s,0,0,144,74,64
2023-12-07_11h09m53s,0,0,184,103,12
2024-12-12_13h21m11s,0,0,298,230,64
2023-10-05_15h23m33s,0,0,323,390,64
2023-12-19_13h02m39s,0,0,279,204,64
2023-06-27_23h40m04s,0,0,152,111,64
2024-02-28_03h45m28s,0,0,360,972,47
2023-09-29_18h44m00s,0,0,250,470,64
2023-06-27_23h41m57s,0,0,137,110,64
2023-09-13_17h11m57s,0,0,647,598,64
2022-09-28_19h10m41s,0,0,166,695,64
2024-01-16_15h35m38s,0,0,25,956,64
2023-06-21_13h21m40s,0,0,452,987,28
2023-06-02_10h47m47s,0,0,550,355,64
2023-12-05_15h03m50s,0,0,741,737,9
2024-12-12_20h35m28s,0,0,138,138,33
2024-05-01_17h50m07s,0,0,368,126,60
2024-04-25_08h36m27s,0,0,27,67,18
2021-09-14_19h16m52s,0,0,254,61,64
2024-02-06_13h58m18s,0,0,325,286,37
2023-11-16_11h30m42s,0,0,440,299,64
2024-06-12_15h32m57s,0,0,345,281,8
2023-06-27_23h38m39s,0,0,95,157,64
2023-06-27_22h58m39s,0,0,111,158,64
2024-01-10_13h09m29s,0,0,236,181,9
2023-09-29_10h49m52s,0,0,250,470,64
2023-06-27_22h58m59s,0,0,145,94,64
2023-06-27_22h57m11s,0,0,148,111,64
2024-04-03_10h09m53s,0,0,79,156,64
2023-06-20_13h44m18s,0,0,452,987,24
2024-04-03_10h07m28s,0,0,83,157,64
2023-06-01_15h42m28s,0,0,550,355,10
2024-07-09_12h40m24s,0,0,305,195,21
2024-09-28_16h12m14s,0,0,271,193,36
2024-12-21_08h28m44s,0,0,232,260,9
2024-12-21_07h33m51s,0,0,74,88,51
2024-07-09_13h50m50s,0,0,241,168,30
2024-06-12_15h48m52s,0,0,228,472,64
2024-11-21_11h10m52s,0,0,86,67,9
2024-12-21_10h17m55s,0,0,74,88,64
2024-07-05_15h05m48s,0,0,348,173,21
2024-12-10_04h23m56s,0,0,58,82,30
2024-05-16_12h19m30s,0,0,85,145,18
2024-04-26_14h59m58s,0,0,224,327,18
2024-04-30_10h38m37s,0,0,82,177,27
2024-04-25_07h49m19s,0,0,76,183,24
2024-12-17_16h40m47s,0,0,154,126,64
2024-10-09_23h46m27s,0,0,126,178,15
2024-10-13_01h26m52s,0,0,116,136,9
2024-12-20_20h39m23s,0,0,136,154,9
2024-04-03_09h50m50s,0,0,84,145,64
2024-12-18_09h47m36s,0,0,121,118,64
2024-05-02_17h21m34s,0,0,341,112,33
2022-09-30_11h33m41s,0,0,199,820,64
2023-09-19_16h37m01s,0,0,842,356,39
2024-03-07_09h25m45s,0,0,328,505,21
2023-06-22_23h26m48s,0,0,41,55,9
2024-06-12_15h42m30s,0,0,234,457,64
2024-12-22_09h12m31s,0,0,74,88,30
2024-04-25_08h47m13s,0,0,27,67,48
2024-10-09_21h31m37s,0,0,126,178,9
2022-08-30_18h00m34s,0,0,138,58,64
2023-07-04_08h16m59s,0,0,60,105,33
2024-04-17_15h30m27s,0,0,31,36,64
2024-07-09_15h39m03s,0,0,257,169,24
2024-12-18_10h39m25s,0,0,142,141,64
2022-08-30_18h26m26s,0,0,221,99,64
2022-08-30_17h51m27s,0,0,84,54,64
2021-09-14_19h07m04s,0,0,209,83,64
2023-08-18_15h39m28s,0,0,289,511,14
2024-12-21_08h36m39s,0,0,232,260,33
2024-12-18_10h34m07s,0,0,105,111,64
2024-12-12_13h22m24s,0,0,302,239,64
2022-10-18_14h40m38s,0,0,255,273,64
2024-05-02_20h55m36s,0,0,287,213,42
2024-04-10_18h24m30s,0,0,42,188,64
2024-08-01_15h22m13s,0,0,95,104,64
2024-04-03_10h38m32s,0,0,92,124,64
2023-06-21_22h13m45s,0,0,49,60,64
2024-08-01_15h23m42s,0,0,89,76,64
2024-03-15_18h17m07s,0,0,112,21,64
2022-09-15_11h21m12s,0,0,90,93,64
2024-04-12_13h07m30s,0,0,67,339,64
2024-04-12_08h36m18s,0,0,73,323,64
2023-09-18_09h18m54s,0,0,90,125,64
2022-09-15_11h15m37s,0,0,90,125,64
2024-04-12_08h49m30s,0,0,67,325,64
2024-04-10_18h31m51s,0,0,46,211,64
2024-03-15_18h17m52s,0,0,158,19,64
2023-06-21_22h13m29s,0,0,31,38,64
2021-11-30_18h02m25s,0,0,110,77,36
2023-11-02_02h45m20s,0,0,61,282,64
2023-11-02_03h13m06s,0,0,56,289,64
2022-09-15_11h34m35s,0,0,90,93,64
2024-04-12_11h54m39s,0,0,60,555,64
2024-04-12_11h48m00s,0,0,70,543,64
2024-04-10_17h56m06s,0,0,68,485,57
2022-07-16_07h07m42s,0,0,152,21,64
2022-10-18_13h36m54s,0,0,205,483,64
2022-09-15_11h26m37s,0,0,90,95,64
2023-05-16_13h39m13s,0,0,145,207,64
2024-04-12_12h00m00s,0,0,63,541,64
2024-04-10_18h29m55s,0,0,46,200,64
2024-08-06_15h10m57s,0,0,137,106,64
2023-11-03_16h35m00s,0,0,46,384,64
2024-04-12_09h58m46s,0,0,44,248,30
2024-04-12_10h06m04s,0,0,44,258,30
2021-12-06_17h33m41s,0,0,110,86,64
2024-04-12_10h02m46s,0,0,40,250,51
2024-04-12_08h53m57s,0,0,53,278,64
2023-11-02_01h02m29s,0,0,56,316,64
2023-11-04_16h42m55s,0,0,46,459,64
2023-11-03_02h51m06s,0,0,66,343,64
2023-08-03_20h35m23s,0,0,229,87,64
2022-10-31_20h52m31s,0,0,82,496,9
2023-10-31_08h10m34s,0,0,51,292,48
2024-04-10_18h35m23s,0,0,42,189,64
2022-09-15_11h39m48s,0,0,90,131,64
2024-04-12_08h23m52s,0,0,65,452,64
2023-08-03_20h32m40s,0,0,209,119,64
2023-11-08_09h20m28s,0,0,51,311,64
2024-04-10_17h56m17s,0,0,70,432,42
2023-08-03_20h21m03s,0,0,80,224,64
2022-10-06_23h51m53s,0,0,68,102,64
2023-08-03_20h34m04s,0,0,213,91,64
2024-04-10_18h26m43s,0,0,46,241,64
2024-03-15_14h53m12s,0,0,95,113,64
2024-04-10_18h33m02s,0,0,38,189,64
2022-11-18_18h34m11s,0,0,161,241,64
2021-11-30_18h26m10s,0,0,45,134,64
2023-06-26_16h10m39s,0,0,352,254,64
2023-11-08_03h48m24s,0,0,46,206,54
2024-02-15_23h44m05s,0,0,292,109,64
2022-12-01_15h43m13s,0,0,223,124,9
2022-11-18_19h09m21s,0,0,155,304,64
2022-05-21_20h01m28s,0,0,199,131,64
2024-04-12_08h55m13s,0,0,40,239,64
2023-02-21_22h29m47s,0,0,195,164,64
2022-11-18_17h28m17s,0,0,100,87,9
2023-11-08_04h25m39s,0,0,56,305,64
2022-11-18_17h54m17s,0,0,138,78,9
2023-10-31_08h56m29s,0,0,56,301,64
2022-09-15_03h40m53s,0,0,90,94,64
2023-11-08_02h28m13s,0,0,41,233,64
2023-12-19_16h58m52s,0,0,131,105,14
2022-05-21_20h03m48s,0,0,72,186,64
2022-11-18_17h39m19s,0,0,106,90,9
2023-06-26_15h47m41s,0,0,312,234,64
2022-12-16_17h10m08s,0,0,101,99,64
2022-11-18_18h29m34s,0,0,87,60,42
2022-05-21_20h06m35s,0,0,233,125,64
2024-04-10_18h10m55s,0,0,67,524,64
2021-12-06_17h34m44s,0,0,110,126,64
2023-09-14_16h37m16s,0,0,41,312,64
2023-09-13_08h19m26s,0,0,41,312,64
2023-09-08_12h05m55s,0,0,41,312,64
2023-08-30_10h21m45s,0,0,41,312,63
2024-03-15_14h53m53s,0,0,88,105,64
2022-11-21_22h13m46s,0,0,130,40,21
2021-12-06_17h33m11s,0,0,119,162,64
2023-05-02_13h17m16s,0,0,78,127,64
2022-12-21_14h38m29s,0,0,56,67,64
2024-04-12_07h58m55s,0,0,80,426,64
2024-04-10_18h37m47s,0,0,46,263,64
2022-09-15_11h10m56s,0,0,90,131,64
2024-04-10_18h36m11s,0,0,44,219,64
2024-09-19_00h53m45s,0,0,243,193,15
2022-09-15_11h13m32s,0,0,90,126,64
2022-11-15_01h18m53s,0,0,122,96,64
2022-10-06_23h30m24s,0,0,148,162,64
2024-05-20_20h53m05s,0,0,117,231,64
2021-12-06_17h34m59s,0,0,96,120,64
2023-11-07_13h59m54s,0,0,40,207,64
2023-10-31_07h01m41s,0,0,51,292,64
2023-12-19_19h04m45s,0,0,82,112,64
2022-05-21_20h02m10s,0,0,82,112,64
2022-11-18_18h39m20s,0,0,58,113,18
2022-10-18_14h52m51s,0,0,538,221,64
2024-04-10_18h32m21s,0,0,40,189,64
2024-04-03_02h54m26s,0,0,46,504,33
2024-12-07_00h47m22s,0,0,280,124,21
2022-11-18_18h52m17s,0,0,76,203,64
2022-07-11_17h11m07s,0,0,353,1054,12
2023-08-03_17h50m18s,0,0,127,515,64
2023-12-19_19h05m40s,0,0,107,103,64
2022-05-21_20h04m28s,0,0,107,103,64
2024-04-12_08h32m53s,0,0,70,458,64
2024-05-20_20h36m32s,0,0,207,107,64
2023-06-09_16h31m06s,0,0,115,150,64
2024-05-31_22h41m08s,0,0,93,116,64
2024-12-07_00h35m54s,0,0,162,144,21
2024-12-07_01h24m19s,0,0,142,271,21
2022-06-11_22h36m21s,0,0,190,83,64
2022-06-12_08h07m32s,0,0,190,83,64
2021-04-17_00h39m18s,0,0,204,85,21
2023-09-07_16h37m36s,0,0,45,328,64
2024-05-31_22h40m44s,0,0,90,113,64
2024-04-12_09h56m37s,0,0,48,290,64
2023-06-06_15h07m18s,0,0,151,216,64
2023-09-18_14h40m51s,0,0,45,328,64
2023-08-31_08h23m16s,0,0,45,328,64
2022-12-16_17h11m10s,0,0,81,90,64
2024-05-31_22h42m36s,0,0,120,139,64
2024-12-07_01h17m27s,0,0,154,255,21
2022-05-31_10h46m34s,0,0,225,325,64
2023-06-16_16h52m53s,0,0,210,184,64
2024-05-31_22h41m24s,0,0,87,138,64
2024-04-12_09h03m46s,0,0,40,238,64
2024-12-07_00h33m08s,0,0,166,166,21
2024-04-10_18h20m52s,0,0,42,231,64
2023-06-05_19h42m45s,0,0,187,146,64
2023-08-03_18h03m49s,0,0,122,514,64
2023-08-22_00h17m41s,0,0,86,230,64
2024-02-15_23h06m43s,0,0,168,94,64
2023-06-09_16h38m17s,0,0,136,201,64
2023-04-06_09h30m23s,0,0,157,69,64
2023-10-31_03h40m25s,0,0,56,301,63
2022-11-15_01h33m11s,0,0,129,125,64
2023-08-03_18h10m48s,0,0,109,528,64
2023-05-02_13h14m49s,0,0,76,126,64
2023-10-31_09h39m20s,0,0,56,320,54
2023-07-07_04h43m03s,0,0,674,414,13
2024-12-07_00h49m28s,0,0,238,123,21
2024-04-12_10h02m39s,0,0,46,262,64
2022-11-15_01h35m47s,0,0,73,98,64
2023-05-08_17h01m35s,0,0,136,197,64
2022-10-07_00h01m40s,0,0,68,102,64
2023-08-03_18h11m56s,0,0,93,517,64
2023-04-18_16h20m46s,0,0,64,122,64
2023-10-30_04h15m58s,0,0,41,211,51
2023-06-16_16h55m36s,0,0,160,237,64
2022-11-15_01h27m51s,0,0,132,163,64
2024-04-10_17h34m16s,0,0,67,341,64
2024-12-07_01h16m31s,0,0,251,166,21
2023-02-08_10h49m05s,0,0,61,144,64
2024-04-12_09h41m36s,0,0,42,223,64
2024-05-20_20h41m13s,0,0,165,160,64
2024-02-15_23h14m31s,0,0,176,108,64
2023-12-06_16h46m18s,0,0,47,159,24
2022-12-21_12h53m53s,0,0,61,58,64
2024-04-12_09h54m11s,0,0,42,282,64
2024-04-12_08h55m06s,0,0,38,279,64
2024-03-15_14h50m15s,0,0,93,105,64
2023-02-10_16h08m00s,0,0,84,144,64
2023-04-12_15h37m25s,0,0,130,75,15
2024-04-10_18h09m46s,0,0,53,244,64
2023-10-31_02h20m45s,0,0,41,233,64
2023-11-06_17h23m58s,0,0,362,102,64
2023-10-02_14h56m07s,0,0,125,125,64
2024-04-04_23h53m54s,0,0,225,76,30
2022-12-05_15h22m19s,0,0,134,170,9
2024-12-07_00h54m00s,0,0,216,181,18
2024-03-15_14h54m56s,0,0,91,111,64
2023-11-06_17h21m29s,0,0,291,75,64
2023-07-11_11h49m15s,0,0,58,301,64
2024-05-31_22h18m55s,0,0,85,117,64
2023-08-03_18h21m17s,0,0,197,197,64
2023-06-09_16h34m28s,0,0,115,152,64
2023-08-03_18h20m46s,0,0,215,156,64
2022-11-18_19h16m17s,0,0,135,232,64
2021-09-26_18h15m28s,0,0,67,98,64
2023-12-08_11h46m12s,0,0,58,62,64
2024-04-25_01h06m41s,0,0,84,65,64
2023-06-09_16h23m43s,0,0,151,164,64
2024-05-20_20h45m00s,0,0,99,89,64
2024-05-20_20h55m15s,0,0,183,279,64
2023-01-06_09h40m43s,0,0,52,55,64
2023-06-09_16h33m38s,0,0,131,189,64
2023-05-16_16h57m34s,0,0,145,163,64
2024-12-07_01h00m40s,0,0,151,288,12
2022-11-18_17h46m52s,0,0,171,102,24
2023-07-28_19h36m06s,0,0,136,149,57
2023-11-07_22h28m04s,0,0,229,117,64
2024-12-07_00h46m25s,0,0,144,193,21
2024-12-07_01h15m44s,0,0,232,207,15
2022-01-17_23h33m59s,0,0,145,71,64
2022-11-18_18h11m25s,0,0,116,114,30
2023-10-24_02h24m41s,0,0,56,316,64
2024-04-12_09h51m19s,0,0,48,256,64
2024-12-07_00h32m06s,0,0,172,139,18
2023-07-28_19h37m08s,0,0,106,162,64
2023-11-07_22h33m03s,0,0,238,138,64
2023-01-20_10h43m24s,0,0,98,279,64
2022-12-21_13h03m16s,0,0,49,64,64
2023-06-06_03h17m20s,0,0,144,169,64
2023-10-31_01h31m57s,0,0,36,194,36
2023-06-16_16h46m06s,0,0,204,210,64
2023-07-28_19h38m30s,0,0,79,184,64
2024-04-03_08h49m53s,0,0,46,492,27
2023-05-02_13h14m14s,0,0,84,128,64
2023-04-20_08h41m41s,0,0,84,128,64
2023-08-03_18h22m58s,0,0,102,252,64
2023-07-28_19h39m39s,0,0,77,193,64
2021-12-06_17h34m05s,0,0,110,126,64
2024-05-20_20h42m15s,0,0,195,106,64
2023-06-05_19h24m18s,0,0,145,149,64
2023-06-26_15h58m25s,0,0,320,192,64
2023-05-02_13h20m54s,0,0,86,125,64
2023-11-06_17h28m19s,0,0,404,97,64
2023-08-03_18h22m10s,0,0,225,152,64
2024-02-15_23h57m39s,0,0,280,113,64
2021-04-17_00h32m23s,0,0,124,54,12
2023-07-28_19h29m16s,0,0,158,187,64
2023-07-28_19h26m04s,0,0,218,91,64
2022-08-05_00h14m15s,0,0,159,432,21
2024-04-10_18h49m34s,0,0,72,328,64
2023-07-28_19h27m29s,0,0,210,104,64
2023-08-01_01h34m20s,0,0,51,59,64
2023-05-02_16h16m04s,0,0,43,90,64
2022-09-28_16h21m16s,0,0,43,90,64
2023-08-30_03h29m54s,0,0,45,357,64
2023-08-29_11h24m01s,0,0,45,357,64
2023-06-09_17h06m36s,0,0,135,149,64
2023-08-03_18h30m35s,0,0,83,205,64
2023-11-06_17h29m32s,0,0,400,77,64
2023-11-07_22h35m05s,0,0,237,122,64
2022-11-18_18h49m42s,0,0,98,93,60
2021-09-26_18h13m53s,0,0,66,89,64
2022-02-18_20h15m12s,0,0,26,36,64
2022-03-03_09h34m18s,0,0,77,83,64
2023-06-16_16h49m33s,0,0,202,255,64
2024-05-20_20h43m57s,0,0,111,215,64
2024-03-31_06h16m40s,0,0,32,46,12
2023-06-08_04h08m21s,0,0,108,143,64
2023-06-15_18h16m52s,0,0,158,182,64
2023-11-07_22h37m33s,0,0,242,144,64
2020-08-11_15h03m07s,0,0,83,118,64
2023-06-05_19h19m15s,0,0,188,143,64
2024-04-10_17h06m19s,0,0,64,328,64
2022-12-01_20h18m54s,0,0,110,105,60
2023-06-05_19h19m11s,0,0,155,207,64
2022-11-28_22h17m07s,0,0,94,85,64
2022-11-28_22h18m50s,0,0,87,104,64
2024-05-31_22h27m41s,0,0,106,128,64
2023-12-19_19h06m09s,0,0,81,90,64
2022-05-21_20h02m41s,0,0,81,90,64
2023-10-24_08h34m32s,0,0,60,329,33
2023-10-24_06h04m30s,0,0,60,329,33
2022-11-18_19h12m52s,0,0,161,212,64
2023-10-30_07h05m42s,0,0,46,459,64
2023-04-18_16h11m40s,0,0,71,97,64
2021-10-12_19h01m15s,0,0,166,136,64
2023-11-08_08h47m46s,0,0,61,317,64
2023-08-03_18h29m57s,0,0,59,210,64
2022-07-13_21h29m14s,0,0,128,175,64
2023-08-03_16h39m06s,0,0,176,146,64
2024-10-03_20h18m09s,0,0,209,163,64
2023-10-31_04h13m54s,0,0,56,320,64
2023-07-28_19h31m59s,0,0,72,232,60
2022-11-28_22h16m02s,0,0,78,89,64
2022-10-31_22h06m17s,0,0,197,91,64
2024-12-07_01h38m00s,0,0,427,242,12
2022-10-17_20h23m36s,0,0,98,130,64
2022-10-31_21h36m08s,0,0,252,163,64
2023-03-28_20h56m22s,0,0,119,80,64
2023-08-22_00h28m53s,0,0,226,210,64
2021-09-27_18h40m48s,0,0,141,119,64
2024-02-15_23h42m14s,0,0,277,96,64
2024-03-31_06h30m24s,0,0,35,46,42
2022-01-17_23h21m33s,0,0,150,77,64
2022-05-30_20h44m19s,0,0,260,250,64
2022-10-17_20h29m14s,0,0,119,144,64
2022-09-28_16h17m16s,0,0,43,90,64
2017-05-17_19h49m04s,0,0,102,345,64
2022-09-17_20h58m32s,0,0,102,345,64
2022-07-08_20h45m00s,0,0,102,345,64
2022-11-02_17h32m33s,0,0,188,162,57
2024-02-15_23h08m26s,0,0,132,83,64
2022-11-18_18h16m37s,0,0,127,72,12
2022-11-18_18h58m18s,0,0,128,295,64
2022-02-18_19h10m18s,0,0,39,33,64
2022-11-18_18h30m51s,0,0,121,116,64
2023-06-05_19h24m21s,0,0,138,177,64
2022-01-10_19h47m27s,0,0,78,56,64
2024-02-15_22h33m01s,0,0,160,55,64
2023-09-20_20h58m55s,0,0,102,126,64
2023-08-03_18h28m26s,0,0,96,124,64
2023-09-20_21h00m35s,0,0,140,74,64
2023-08-03_16h55m24s,0,0,80,212,64
2024-02-15_22h39m22s,0,0,226,71,64
2021-10-22_19h09m03s,0,0,40,59,64
2022-03-02_09h36m24s,0,0,84,83,64
2023-06-22_16h38m58s,0,0,176,79,64
2023-05-08_13h39m42s,0,0,145,192,64
2022-02-23_19h50m08s,0,0,73,136,60
2024-05-31_22h19m54s,0,0,115,93,64
2024-12-07_00h14m42s,0,0,215,135,12
2024-05-20_20h59m54s,0,0,130,296,64
2022-10-17_20h24m34s,0,0,121,181,64
2022-02-23_19h48m23s,0,0,61,59,64
2023-09-20_21h01m20s,0,0,77,122,64
2022-10-31_21h31m05s,0,0,137,104,64
2022-10-17_20h30m37s,0,0,175,62,64
2023-07-28_19h34m04s,0,0,135,64,64
2024-04-24_14h31m09s,0,0,80,80,64
2023-10-30_02h42m04s,0,0,46,206,64
2023-10-25_09h08m09s,0,0,46,206,64
2024-11-15_20h51m45s,0,0,174,136,64
2023-08-03_16h56m19s,0,0,284,93,64
2022-12-01_20h17m26s,0,0,113,124,64
2023-01-06_13h08m27s,0,0,49,56,64
2023-08-22_00h38m57s,0,0,235,285,64
2024-12-06_07h18m28s,0,0,99,89,64
2023-08-01_01h35m23s,0,0,46,35,64
2022-12-16_17h08m13s,0,0,101,99,64
2022-05-31_10h27m17s,0,0,260,125,64
2024-08-10_00h17m51s,0,0,209,218,64
2021-04-16_22h18m09s,0,0,160,52,15
2021-12-06_17h34m19s,0,0,99,128,64
2024-11-15_20h49m11s,0,0,188,62,64
2023-06-22_17h02m18s,0,0,102,267,64
2021-12-06_17h34m30s,0,0,116,101,64
2024-08-10_00h17m43s,0,0,235,142,64
2023-06-05_20h01m16s,0,0,118,212,64
2024-03-12_17h49m11s,0,0,250,84,64
2023-08-03_18h27m08s,0,0,111,79,64
2023-11-06_17h20m43s,0,0,211,121,64
2023-09-20_20h57m41s,0,0,94,122,64
2023-07-28_19h32m20s,0,0,67,156,64
2023-07-28_19h32m45s,0,0,144,94,64
2022-11-18_18h19m35s,0,0,146,101,33
2024-02-15_22h43m28s,0,0,215,87,64
2022-11-22_20h27m32s,0,0,225,154,64
2023-06-16_17h03m54s,0,0,44,167,64
2023-06-09_16h41m23s,0,0,123,165,64
2024-03-18_12h58m43s,0,0,54,232,21
2021-06-16_17h47m13s,0,0,154,89,64
2023-08-08_21h12m59s,0,0,166,103,64
2023-08-29_08h51m53s,0,0,45,357,64
2022-02-18_19h11m07s,0,0,39,34,57
2024-03-13_22h41m10s,0,0,206,94,33
2022-02-23_19h52m13s,0,0,183,176,60
2024-02-15_23h05m29s,0,0,109,126,64
2023-06-05_19h42m47s,0,0,161,164,64
2023-05-08_10h40m22s,0,0,45,145,64
2022-01-17_23h04m28s,0,0,165,73,64
2024-03-13_22h21m21s,0,0,238,78,27
2023-05-05_01h32m11s,0,0,153,103,64
2023-05-23_20h48m29s,0,0,124,85,64
2024-03-12_17h57m30s,0,0,187,117,64
2022-11-18_20h00m37s,0,0,113,225,27
2024-02-15_23h04m36s,0,0,90,88,64
2023-06-22_17h04m42s,0,0,225,124,64
2022-12-01_20h19m37s,0,0,127,121,64
2024-03-31_07h07m26s,0,0,32,46,48
2024-03-13_22h43m49s,0,0,237,130,64
2023-06-05_19h11m14s,0,0,168,171,64
2024-03-13_22h36m52s,0,0,181,121,64
2023-06-22_17h06m27s,0,0,106,243,64
2024-02-15_22h35m32s,0,0,184,62,64
2021-04-17_00h29m50s,0,0,136,89,9
2024-12-16_20h13m48s,0,0,175,161,64
2024-05-20_20h32m20s,0,0,59,109,64
2024-04-10_18h04m26s,0,0,67,536,64
2023-08-22_00h14m53s,0,0,255,326,64
2023-06-05_20h01m13s,0,0,155,188,64
2024-11-15_20h59m27s,0,0,223,88,64
2023-11-07_22h16m54s,0,0,144,86,64
2023-08-03_16h56m49s,0,0,209,226,64
2024-05-31_22h23m22s,0,0,125,105,64
2024-11-15_20h57m27s,0,0,265,63,64
2024-03-30_05h12m28s,0,0,32,46,51
2024-02-15_23h19m17s,0,0,193,116,64
2022-02-18_19h35m00s,0,0,159,152,60
2024-09-12_20h10m15s,0,0,299,179,18
2024-12-16_20h15m44s,0,0,144,162,64
2023-12-31_02h30m46s,0,0,15,78,64
2024-12-16_20h13m15s,0,0,172,160,64
2023-11-06_17h36m40s,0,0,183,77,64
2023-08-22_00h18m53s,0,0,157,207,64
2023-08-22_00h16m40s,0,0,157,207,64
2024-04-24_09h28m58s,0,0,56,262,64
2024-02-19_14h05m01s,0,0,56,262,64
2023-04-18_15h57m17s,0,0,81,111,64
2023-06-08_04h04m12s,0,0,105,157,64
2023-06-08_04h14m25s,0,0,157,171,64
2024-04-10_18h04m12s,0,0,67,550,64
2024-11-15_20h57m05s,0,0,231,86,64
2023-07-20_22h41m29s,0,0,80,137,64
2024-12-16_20h18m38s,0,0,180,138,64
2023-10-24_02h40m57s,0,0,61,282,64
2023-01-06_09h49m17s,0,0,110,230,9
2022-05-30_20h03m10s,0,0,200,200,64
2023-02-21_16h31m13s,0,0,97,122,64
2022-10-06_23h46m08s,0,0,148,162,64
2023-07-20_22h42m04s,0,0,135,87,64
2024-08-09_23h39m21s,0,0,150,180,64
2023-10-24_10h04m56s,0,0,70,355,64
2024-02-15_23h49m27s,0,0,277,94,64
2023-03-28_20h57m14s,0,0,76,66,64
2024-11-15_21h00m29s,0,0,56,101,64
2022-05-21_19h59m08s,0,0,21,286,64
2024-04-12_14h53m05s,0,0,100,129,64
2023-06-08_17h04m39s,0,0,104,147,64
2024-10-10_20h31m12s,0,0,284,159,64
2022-10-31_22h30m32s,0,0,184,92,64
2022-01-17_23h48m59s,0,0,114,70,64
2024-04-10_17h47m22s,0,0,65,504,64
2021-06-16_17h59m41s,0,0,104,56,64
2022-05-21_20h06m53s,0,0,19,287,64
2023-08-03_17h44m47s,0,0,101,265,64
2023-11-06_17h38m27s,0,0,100,64,64
2024-11-15_20h59m45s,0,0,86,57,64
2022-11-18_17h56m40s,0,0,115,87,18
2023-06-22_17h07m43s,0,0,239,111,64
2023-06-08_17h06m10s,0,0,98,139,64
2023-12-31_02h30m14s,0,0,107,414,64
2022-10-18_15h28m51s,0,0,218,473,33
2023-10-24_09h18m59s,0,0,65,309,30
2023-05-10_17h33m23s,0,0,93,131,64
2023-07-28_19h35m12s,0,0,128,120,64
2023-02-08_17h04m32s,0,0,76,139,64
2023-01-16_09h00m13s,0,0,122,262,64
2023-03-28_20h55m56s,0,0,126,108,64
2023-06-09_16h48m23s,0,0,162,127,64
2021-12-16_15h58m28s,0,0,63,59,64
2022-11-18_17h43m44s,0,0,141,125,15
2024-03-31_07h10m36s,0,0,31,46,12
2024-03-31_07h06m09s,0,0,31,46,12
2023-05-15_20h02m55s,0,0,279,291,64
2024-11-15_20h58m45s,0,0,235,67,64
2021-12-16_15h59m51s,0,0,83,56,64
2022-06-11_22h26m37s,0,0,105,32,64
2023-06-22_16h57m30s,0,0,268,92,64
2023-09-20_21h00m08s,0,0,102,158,64
2021-04-17_00h28m39s,0,0,244,175,12
2022-11-18_17h41m34s,0,0,139,114,15
2023-11-06_17h13m08s,0,0,121,68,64
2023-06-06_03h30m21s,0,0,19,118,64
2023-06-13_22h45m08s,0,0,52,174,64
2024-05-20_20h47m22s,0,0,77,209,64
2023-06-13_16h20m59s,0,0,173,162,64
2023-06-12_11h10m00s,0,0,41,325,64
2022-02-23_19h49m15s,0,0,63,58,64
2024-08-13_23h47m40s,0,0,249,126,64
2024-11-15_20h49m59s,0,0,199,73,64
2021-12-21_20h29m07s,0,0,109,81,64
2023-09-20_20h59m26s,0,0,135,80,64
2023-06-22_16h51m40s,0,0,258,131,64
2023-06-05_19h31m23s,0,0,128,156,64
2024-05-20_21h16m28s,0,0,304,86,64
2024-02-15_23h21m47s,0,0,216,129,64
2023-08-03_18h26m09s,0,0,242,116,64
2023-08-29_12h02m28s,0,0,290,200,64
2024-12-08_23h19m45s,0,0,372,162,64
2024-08-09_23h30m52s,0,0,157,100,64
2023-08-03_17h45m47s,0,0,274,167,64
2024-05-31_22h27m37s,0,0,324,126,64
