dataset_id,tile_r,tile_c,tile_h,tile_w,channels
2024-08-13_23h23m56s,0,0,241,126,64
2024-12-16_20h14m35s,0,0,215,158,64
2024-12-16_20h16m04s,0,0,207,74,64
2021-06-16_17h38m05s,0,0,135,66,51
2023-06-05_19h30m00s,0,0,152,136,64
2022-01-10_19h33m26s,0,0,69,60,64
2023-11-06_17h31m27s,0,0,166,63,64
2022-10-31_22h36m47s,0,0,121,124,64
2023-06-22_16h45m55s,0,0,59,68,64
2022-11-02_17h36m37s,0,0,93,88,64
2024-01-17_16h42m56s,0,0,90,173,64
2022-05-30_20h07m49s,0,0,200,200,51
2022-02-23_19h48m42s,0,0,59,50,64
2022-07-13_21h31m40s,0,0,117,116,64
2022-01-10_19h25m57s,0,0,54,42,57
2023-10-30_08h11m54s,0,0,46,384,64
2023-08-15_21h27m22s,0,0,115,129,64
2023-06-06_03h13m58s,0,0,178,212,64
2023-03-28_20h59m01s,0,0,209,106,64
2023-10-30_03h58m48s,0,0,66,343,64
2023-11-06_17h17m53s,0,0,257,72,64
2024-12-16_20h12m29s,0,0,152,179,64
2024-03-13_22h48m05s,0,0,230,114,64
2023-10-09_14h46m50s,0,0,129,273,64
2023-01-06_09h50m15s,0,0,129,273,64
2022-02-18_20h13m13s,0,0,170,154,60
2023-09-20_21h02m08s,0,0,157,72,64
2022-05-23_14h42m31s,0,0,20,20,64
2021-10-11_19h06m59s,0,0,130,146,64
2023-10-24_03h13m39s,0,0,56,289,64
2023-12-19_19h06m50s,0,0,88,61,64
2022-05-21_20h04m48s,0,0,88,61,64
2022-11-18_19h26m39s,0,0,212,249,64
2024-02-15_23h39m51s,0,0,221,120,64
2023-08-03_17h48m28s,0,0,327,194,64
2023-11-15_23h54m18s,0,0,212,68,64
2024-02-20_07h26m29s,0,0,66,369,64
2024-04-25_00h36m11s,0,0,165,92,64
2023-06-08_17h09m44s,0,0,113,166,64
2023-08-22_00h26m46s,0,0,216,307,64
2024-08-13_22h30m09s,0,0,264,130,64
2021-04-17_00h22m44s,0,0,244,154,9
2023-08-25_12h40m07s,0,0,280,180,64
2024-11-15_20h52m16s,0,0,173,163,64
2023-08-03_16h26m31s,0,0,137,54,64
2024-08-13_21h07m10s,0,0,229,129,64
2022-01-17_22h30m20s,0,0,166,116,64
2022-02-23_19h48m04s,0,0,52,45,64
2023-10-24_10h58m30s,0,0,56,305,64
2022-11-18_17h58m18s,0,0,84,108,18
2023-10-31_02h00m19s,0,0,40,207,64
2022-01-10_19h40m20s,0,0,78,69,64
2023-08-03_16h57m57s,0,0,261,138,64
2023-06-05_23h45m49s,0,0,183,176,64
2024-11-16_00h46m19s,0,0,99,117,64
2023-06-06_03h19m16s,0,0,131,187,64
2023-08-03_18h26m33s,0,0,245,93,64
2023-05-23_11h25m30s,0,0,54,125,64
2022-06-09_18h59m58s,0,0,88,68,64
2023-05-02_13h13m25s,0,0,78,129,64
2022-02-23_19h47m48s,0,0,56,46,64
2023-10-13_05h41m21s,0,0,290,83,64
2024-11-15_21h00m49s,0,0,62,94,64
2023-11-06_17h16m33s,0,0,268,93,64
2023-07-28_19h22m48s,0,0,93,96,64
2023-10-26_00h14m03s,0,0,98,48,9
2023-05-02_13h18m38s,0,0,78,125,64
2023-06-05_19h29m14s,0,0,161,167,64
2023-06-05_19h17m01s,0,0,175,172,64
2023-06-15_19h39m22s,0,0,89,96,64
2022-02-18_19h10m35s,0,0,29,28,64
2024-12-16_20h15m14s,0,0,89,211,64
2023-12-08_11h45m18s,0,0,61,62,64
2023-06-22_16h56m44s,0,0,89,172,64
2022-06-11_22h37m37s,0,0,115,34,64
2023-11-07_22h23m18s,0,0,134,68,64
2023-10-13_05h39m49s,0,0,216,230,64
2023-09-20_21h04m22s,0,0,169,99,64
2024-02-20_08h30m00s,0,0,58,341,64
2023-06-13_22h45m34s,0,0,47,152,64
2023-06-14_20h59m41s,0,0,156,110,64
2021-09-27_19h51m20s,0,0,148,144,64
2022-11-18_17h57m50s,0,0,108,95,18
2024-08-09_23h31m32s,0,0,101,108,64
2023-06-05_19h17m57s,0,0,131,168,64
2024-06-12_22h49m10s,0,0,240,109,64
2023-04-18_16h14m30s,0,0,74,120,64
2023-08-04_21h50m42s,0,0,67,134,64
2023-10-24_10h41m10s,0,0,61,317,64
2022-07-07_11h43m24s,0,0,40,64,64
2023-05-12_10h15m27s,0,0,93,126,64
2023-09-07_14h57m15s,0,0,45,328,27
2023-07-20_22h43m28s,0,0,82,141,64
2023-10-18_03h46m44s,0,0,113,135,64
2024-05-07_16h05m23s,0,0,22,103,64
2023-06-13_22h32m52s,0,0,148,191,64
2021-12-01_18h57m16s,0,0,55,127,64
2021-06-16_17h16m04s,0,0,183,56,36
2024-02-20_01h53m12s,0,0,51,445,51
2023-11-06_17h41m01s,0,0,232,71,64
2023-08-04_21h49m30s,0,0,92,130,64
2023-06-14_22h46m10s,0,0,39,143,64
2020-08-25_12h45m00s,0,0,79,129,64
2023-05-05_01h33m26s,0,0,266,94,64
2024-08-13_23h55m34s,0,0,254,199,64
2023-06-05_19h28m16s,0,0,170,149,64
2022-01-06_23h31m52s,0,0,85,105,51
2023-11-07_22h21m07s,0,0,147,72,64
2022-03-13_16h30m45s,0,0,109,123,33
2023-03-28_20h57m59s,0,0,113,109,64
2023-11-06_17h39m53s,0,0,218,47,64
2022-07-13_21h30m17s,0,0,101,87,64
2024-01-17_16h42m26s,0,0,114,121,64
2021-10-11_21h07m40s,0,0,119,136,64
2024-08-09_23h31m11s,0,0,89,93,64
2024-09-12_20h08m29s,0,0,181,442,18
2023-08-03_02h07m56s,0,0,139,41,64
2023-07-20_22h42m52s,0,0,130,94,64
2023-10-09_14h50m17s,0,0,173,233,64
2023-03-06_09h13m00s,0,0,173,233,64
2024-02-21_07h50m30s,0,0,75,194,64
2023-06-22_16h46m57s,0,0,52,71,64
2016-10-25_14h30m16s,0,0,63,73,64
2024-08-09_23h34m49s,0,0,127,80,64
2020-08-24_22h07m54s,0,0,87,121,64
2023-11-06_17h33m31s,0,0,192,75,64
2022-02-23_19h47m30s,0,0,36,44,64
2024-03-30_05h25m24s,0,0,35,46,57
2023-04-18_11h50m45s,0,0,74,118,64
2022-06-09_18h53m26s,0,0,33,130,64
2024-11-15_21h00m12s,0,0,90,74,64
2023-06-07_03h56m30s,0,0,125,125,64
2023-06-05_19h40m58s,0,0,145,219,64
2023-06-14_22h40m12s,0,0,116,165,64
2018-02-14_12h32m10s,0,0,28,30,45
2023-06-05_19h14m50s,0,0,154,200,64
2022-11-22_20h36m31s,0,0,35,37,27
2024-04-29_22h33m20s,0,0,181,187,64
2022-10-31_21h12m26s,0,0,137,544,30
2023-07-12_10h05m29s,0,0,246,209,64
2022-01-17_22h32m10s,0,0,207,114,64
2021-10-12_19h05m58s,0,0,120,138,64
2021-10-12_18h59m35s,0,0,177,157,64
2022-11-18_17h40m42s,0,0,104,127,9
2022-10-31_22h13m14s,0,0,118,130,64
2023-09-20_20h57m01s,0,0,168,124,64
2023-11-06_17h32m53s,0,0,183,76,64
2022-10-31_22h25m38s,0,0,163,156,64
2024-02-15_23h34m11s,0,0,226,150,64
2022-05-30_20h09m30s,0,0,200,200,64
2023-09-20_20h51m25s,0,0,125,166,64
2023-06-22_17h00m54s,0,0,279,113,64
2024-12-06_07h18m05s,0,0,92,70,64
2023-07-28_19h24m32s,0,0,98,80,64
2022-03-02_08h49m17s,0,0,82,95,64
2023-03-28_19h33m16s,0,0,106,103,64
2022-06-09_19h04m59s,0,0,72,120,64
2023-06-13_22h37m07s,0,0,169,217,64
2024-01-31_19h29m51s,0,0,167,171,64
2023-03-28_20h55m19s,0,0,181,111,64
2024-12-16_20h11m44s,0,0,77,90,64
2023-02-21_20h48m24s,0,0,248,140,64
2024-12-16_20h11m30s,0,0,77,76,64
2022-01-19_01h21m11s,0,0,206,88,64
2022-07-13_21h25m35s,0,0,176,82,64
2022-12-13_13h35m38s,0,0,91,88,64
2022-10-31_22h40m51s,0,0,220,239,42
2022-03-21_20h30m27s,0,0,113,95,64
2024-04-24_13h43m54s,0,0,41,342,64
2024-02-19_08h36m35s,0,0,41,342,64
2023-06-13_22h07m12s,0,0,146,172,64
2024-03-22_14h08m37s,0,0,111,121,64
2023-11-06_17h04m30s,0,0,137,77,64
2022-08-23_23h48m59s,0,0,123,92,64
2023-10-13_05h44m04s,0,0,286,109,64
2023-06-22_16h48m03s,0,0,95,91,64
2023-02-21_22h30m22s,0,0,137,93,64
2024-10-03_20h18m06s,0,0,460,144,64
2024-02-20_06h33m35s,0,0,41,397,64
2022-10-12_22h50m05s,0,0,124,214,64
2023-01-26_09h32m16s,0,0,177,188,64
2024-04-25_07h59m52s,0,0,76,759,64
2024-02-22_02h50m56s,0,0,76,759,64
2024-02-21_10h27m21s,0,0,76,759,64
2023-07-11_23h46m54s,0,0,229,356,64
2023-07-11_23h49m25s,0,0,196,395,64
2024-04-03_10h35m08s,0,0,41,437,33
2023-11-06_17h40m36s,0,0,218,72,64
2023-06-14_22h41m42s,0,0,138,164,64
2023-10-13_05h42m49s,0,0,275,142,64
2024-11-15_21h05m03s,0,0,74,55,64
2022-01-19_02h06m06s,0,0,178,137,64
2024-08-13_23h24m07s,0,0,88,143,64
2023-08-22_00h05m31s,0,0,157,179,64
2024-03-13_22h31m24s,0,0,76,87,64
2023-11-07_22h25m56s,0,0,130,67,64
2023-08-04_21h50m25s,0,0,85,122,64
2022-07-13_21h31m13s,0,0,138,86,64
2023-08-24_12h00m43s,0,0,270,200,64
2022-06-09_18h57m38s,0,0,72,114,64
2023-06-14_22h50m06s,0,0,34,145,64
2021-11-04_14h12m55s,0,0,53,139,64
2022-02-28_11h15m58s,0,0,82,83,64
2023-10-09_14h40m16s,0,0,172,490,42
2024-05-08_10h53m34s,0,0,20,635,64
2021-12-16_19h40m36s,0,0,67,52,64
2023-06-05_19h10m26s,0,0,158,157,64
2023-07-20_22h44m41s,0,0,75,96,64
2021-09-26_18h14m14s,0,0,64,98,45
2022-10-31_19h46m48s,0,0,140,159,64
2023-08-03_18h23m42s,0,0,82,169,64
2024-05-31_22h40m24s,0,0,361,128,64
2024-08-13_23h24m14s,0,0,57,126,64
2017-07-11_11h29m36s,0,0,119,254,64
2023-09-20_20h52m15s,0,0,124,162,64
2023-10-18_03h45m45s,0,0,126,82,64
2023-08-04_21h49m59s,0,0,71,123,64
2024-04-25_11h51m23s,0,0,71,742,64
2024-02-25_12h47m22s,0,0,71,742,64
2023-10-13_05h44m51s,0,0,80,84,64
2022-06-09_20h28m07s,0,0,127,184,64
2024-03-12_17h45m02s,0,0,100,119,64
2022-12-22_09h16m37s,0,0,196,401,64
2024-12-16_20h12m02s,0,0,94,87,64
2023-10-09_14h31m50s,0,0,221,420,64
2022-11-18_18h15m54s,0,0,117,106,33
2022-08-16_12h31m33s,0,0,314,237,64
2024-03-14_13h38m54s,0,0,66,239,64
2024-02-19_07h10m10s,0,0,67,342,64
2023-08-22_00h48m15s,0,0,51,69,64
2023-11-07_22h12m34s,0,0,332,149,64
2024-08-10_00h17m57s,0,0,208,179,64
2023-01-20_10h47m29s,0,0,131,263,64
2022-03-04_16h56m47s,0,0,80,111,64
2022-06-09_19h00m35s,0,0,62,112,64
2024-08-09_23h31m22s,0,0,105,97,64
2023-10-26_00h25m25s,0,0,203,88,12
2023-03-28_19h39m25s,0,0,132,91,64
2024-05-23_14h25m01s,0,0,128,157,64
2022-10-25_23h22m08s,0,0,143,158,64
2023-10-24_10h23m43s,0,0,40,212,64
2023-08-03_18h24m07s,0,0,86,173,64
2023-11-07_22h13m16s,0,0,336,114,64
2023-06-12_16h57m43s,0,0,125,174,64
2024-04-24_14h53m33s,0,0,41,468,64
2024-02-19_09h27m18s,0,0,41,468,60
2022-01-31_18h56m29s,0,0,20,20,15
2022-10-27_17h41m49s,0,0,126,140,64
2023-09-20_20h49m34s,0,0,31,64,64
2023-12-08_11h44m13s,0,0,58,59,15
2023-10-26_00h15m40s,0,0,122,65,9
2022-12-12_14h45m40s,0,0,205,280,64
2022-07-13_21h30m44s,0,0,114,105,64
2023-02-21_21h00m54s,0,0,272,153,64
2024-04-24_02h15m25s,0,0,56,314,64
2024-02-19_12h46m29s,0,0,56,314,64
2024-02-15_22h27m12s,0,0,108,119,64
2024-02-26_22h34m46s,0,0,173,186,64
2024-08-14_00h01m29s,0,0,151,279,64
2022-02-18_19h10m52s,0,0,44,44,64
2022-02-16_07h52m03s,0,0,147,134,12
2023-07-20_22h49m30s,0,0,70,83,64
2022-07-13_21h25m05s,0,0,169,139,64
2023-06-13_22h38m12s,0,0,233,239,64
2023-08-01_01h40m13s,0,0,189,98,64
2020-09-21_22h18m26s,0,0,184,161,64
2023-10-13_05h45m57s,0,0,85,97,64
2023-10-18_03h46m17s,0,0,101,59,64
2023-10-26_00h12m24s,0,0,112,90,9
2023-10-18_03h48m50s,0,0,85,123,64
2023-06-15_19h37m38s,0,0,74,97,64
2024-02-26_22h36m04s,0,0,183,188,64
2023-10-26_00h21m35s,0,0,199,82,12
2023-10-26_00h23m36s,0,0,247,90,9
2021-12-01_18h54m34s,0,0,44,114,64
2022-01-10_20h48m04s,0,0,160,158,63
2023-04-17_16h20m12s,0,0,91,98,64
2024-02-15_23h30m14s,0,0,216,115,64
2022-07-11_16h54m42s,0,0,105,395,64
2021-12-01_13h25m50s,0,0,177,413,64
2022-07-07_11h36m24s,0,0,40,64,64
2023-06-14_22h42m29s,0,0,119,156,64
2017-07-28_12h59m41s,0,0,129,225,64
2024-05-23_14h22m54s,0,0,115,143,64
2022-01-10_19h24m04s,0,0,44,42,64
2023-04-18_14h40m14s,0,0,81,103,64
2023-12-08_11h36m46s,0,0,84,50,18
2022-01-10_19h24m35s,0,0,75,49,64
2021-12-16_20h21m02s,0,0,75,52,64
2022-02-07_18h03m46s,0,0,315,95,64
2023-10-13_05h47m14s,0,0,119,81,64
2023-07-20_22h46m25s,0,0,75,73,64
2022-01-19_02h30m55s,0,0,222,69,64
2024-06-12_22h51m11s,0,0,250,252,64
2024-05-22_06h47m44s,0,0,51,463,64
2021-12-21_19h47m36s,0,0,148,93,64
2024-05-31_22h09m08s,0,0,29,67,64
2022-10-31_20h16m11s,0,0,279,234,64
2023-06-15_16h45m45s,0,0,18,70,64
2022-10-12_18h08m35s,0,0,43,166,64
2023-07-12_15h41m42s,0,0,195,386,64
2023-06-05_19h18m03s,0,0,133,167,64
2023-06-22_16h44m32s,0,0,54,73,64
2022-10-25_23h16m04s,0,0,137,167,45
2023-06-12_16h59m44s,0,0,119,196,64
2023-11-07_22h15m33s,0,0,355,84,64
2022-11-02_16h26m42s,0,0,125,226,64
2022-07-13_21h32m00s,0,0,80,76,64
2021-12-01_18h03m55s,0,0,277,86,60
2023-10-18_03h47m55s,0,0,95,87,64
2023-06-26_22h43m41s,0,0,25,55,64
2021-10-11_18h34m31s,0,0,163,121,64
2022-06-09_19h05m42s,0,0,67,146,64
2024-05-23_19h30m00s,0,0,193,242,64
2023-11-06_17h38m47s,0,0,124,54,64
2023-06-09_17h07m41s,0,0,24,80,64
2021-12-21_19h26m39s,0,0,129,59,64
2023-02-21_19h55m13s,0,0,97,124,64
2021-12-21_20h15m52s,0,0,110,92,64
2022-10-31_22h01m40s,0,0,176,172,64
2023-10-13_05h46m45s,0,0,83,106,64
2024-08-09_23h31m51s,0,0,81,85,64
2024-04-10_02h35m10s,0,0,169,64,64
2024-05-29_16h34m28s,0,0,18,20,27
2023-08-03_16h25m31s,0,0,138,74,64
2024-10-12_22h25m46s,0,0,38,54,64
2024-02-15_22h02m12s,0,0,182,87,64
2023-07-07_04h50m52s,0,0,322,271,16
2024-02-20_03h16m33s,0,0,46,404,64
2023-10-09_14h51m43s,0,0,163,302,64
2023-03-13_09h35m34s,0,0,163,302,64
2023-10-09_14h42m19s,0,0,166,442,64
2023-05-10_20h38m39s,0,0,166,442,64
2022-10-26_22h21m26s,0,0,22,174,64
2022-10-12_22h51m24s,0,0,162,207,64
2021-10-11_19h38m30s,0,0,75,131,64
2023-04-18_11h48m30s,0,0,78,123,64
2023-11-07_22h14m02s,0,0,335,65,64
2023-06-13_22h40m26s,0,0,193,312,64
2022-02-07_17h44m17s,0,0,203,115,64
2023-06-05_23h45m56s,0,0,157,206,64
2023-06-13_22h29m18s,0,0,188,250,64
2022-01-10_19h25m33s,0,0,70,49,64
2023-11-06_17h18m16s,0,0,250,106,64
2023-05-03_08h58m12s,0,0,165,196,64
2021-12-21_20h02m11s,0,0,166,78,64
2024-09-02_09h26m36s,0,0,264,245,64
2022-12-16_17h13m00s,0,0,91,88,64
2024-07-22_13h38m02s,0,0,71,575,64
2023-06-16_16h59m13s,0,0,48,165,64
2023-01-25_23h27m30s,0,0,190,189,18
2022-11-02_16h29m10s,0,0,89,174,64
2022-01-19_01h41m42s,0,0,213,94,64
2021-09-27_21h46m14s,0,0,257,250,64
2022-10-26_21h32m03s,0,0,134,76,64
2022-05-31_10h25m40s,0,0,300,200,64
2022-01-25_08h08m02s,0,0,300,200,64
2021-12-16_20h37m26s,0,0,87,60,64
2024-11-15_21h04m51s,0,0,66,53,64
2023-06-16_16h42m44s,0,0,121,143,64
2023-06-15_19h46m53s,0,0,35,55,64
2023-02-28_14h39m21s,0,0,96,126,64
2023-07-20_22h55m52s,0,0,71,95,64
2023-11-28_14h02m10s,0,0,30,124,64
2023-06-05_19h16m50s,0,0,168,160,64
2023-09-18_09h28m35s,0,0,50,410,64
2023-05-02_13h20m33s,0,0,87,128,64
2022-11-08_22h36m01s,0,0,95,173,64
2022-10-26_21h33m26s,0,0,114,101,64
2022-11-08_22h56m45s,0,0,32,102,51
2022-10-31_21h38m17s,0,0,148,84,64
2023-06-26_16h10m52s,0,0,22,64,64
2022-11-08_22h48m44s,0,0,221,220,42
2021-11-11_19h10m54s,0,0,172,213,64
2024-01-29_19h26m21s,0,0,160,259,64
2022-10-31_20h36m14s,0,0,52,529,64
2022-02-28_12h36m26s,0,0,83,115,64
2022-12-13_10h44m36s,0,0,91,99,64
2022-12-16_17h10m38s,0,0,81,88,64
2023-07-12_18h34m49s,0,0,108,165,64
2022-05-23_15h08m42s,0,0,10,10,64
2022-01-10_21h13m17s,0,0,102,144,64
2022-10-31_19h33m50s,0,0,163,202,64
2023-10-13_05h29m31s,0,0,105,138,64
2022-10-31_21h20m40s,0,0,80,491,64
2021-11-30_18h15m46s,0,0,50,165,64
2023-05-23_20h48m07s,0,0,71,59,64
2023-12-07_17h42m15s,0,0,100,100,64
2023-06-15_19h39m00s,0,0,127,84,64
2023-08-01_01h35m44s,0,0,53,59,64
2023-10-09_14h37m31s,0,0,216,478,15
2023-01-25_03h20m26s,0,0,102,186,64
2023-05-03_10h11m05s,0,0,42,142,64
2023-10-26_00h10m43s,0,0,103,110,9
2024-05-29_16h32m16s,0,0,18,20,21
2022-10-26_22h44m45s,0,0,85,99,64
2022-01-18_00h17m02s,0,0,88,122,64
2023-06-28_10h32m08s,0,0,336,244,64
2022-10-31_22h19m51s,0,0,222,240,64
2022-10-12_22h52m56s,0,0,37,166,64
2021-12-16_19h54m06s,0,0,71,62,64
2024-05-29_16h36m27s,0,0,18,20,21
2024-05-28_18h53m24s,0,0,18,20,21
2023-05-02_11h21m51s,0,0,47,138,64
2023-01-25_02h38m25s,0,0,102,144,64
2023-07-19_11h29m39s,0,0,229,130,64
2023-02-21_20h05m59s,0,0,122,244,64
2023-04-24_22h38m14s,0,0,157,74,64
2022-01-17_22h28m27s,0,0,148,119,64
2022-10-26_21h31m21s,0,0,103,53,64
2022-10-26_22h20m17s,0,0,23,171,64
2022-09-24_00h10m42s,0,0,205,146,64
2022-05-23_14h36m21s,0,0,20,20,64
2022-03-21_18h51m06s,0,0,102,83,45
2023-01-25_03h08m34s,0,0,149,164,64
2024-06-12_22h54m44s,0,0,292,236,64
2024-03-07_16h42m14s,0,0,33,30,64
2024-04-24_18h42m51s,0,0,76,790,64
2024-02-23_07h04m04s,0,0,76,790,64
2022-09-24_00h14m50s,0,0,106,97,64
2022-10-26_21h35m21s,0,0,93,126,64
2023-01-25_02h39m43s,0,0,196,181,64
2021-12-15_22h31m08s,0,0,92,114,64
2024-10-21_09h40m49s,0,0,92,331,64
2020-07-10_23h06m21s,0,0,54,78,64
2023-11-07_22h09m23s,0,0,20,91,64
2021-12-17_18h11m49s,0,0,141,129,64
2022-01-06_23h30m42s,0,0,40,61,64
2023-07-17_12h44m07s,0,0,80,80,64
2024-02-15_22h26m06s,0,0,82,118,64
2024-02-15_22h06m56s,0,0,202,73,64
2023-06-05_19h15m35s,0,0,151,189,64
2022-05-23_14h28m02s,0,0,20,20,64
2023-07-12_15h42m21s,0,0,284,99,64
2023-09-20_20h50m29s,0,0,42,89,64
2022-11-08_22h55m51s,0,0,114,179,64
2023-08-30_08h56m56s,0,0,50,410,64
2023-02-21_20h03m57s,0,0,124,112,64
2023-08-22_00h46m14s,0,0,45,69,64
2022-07-13_21h28m34s,0,0,83,82,64
2023-01-25_03h21m37s,0,0,109,188,64
2022-09-24_00h13m14s,0,0,66,130,64
2024-04-29_11h38m48s,0,0,99,115,64
2023-01-25_23h28m28s,0,0,111,170,18
2023-10-13_05h30m07s,0,0,128,82,64
2023-10-24_05h00m50s,0,0,66,201,45
2022-11-22_03h08m01s,0,0,178,157,64
2021-09-30_11h26m36s,0,0,140,250,51
2024-02-19_06h16m33s,0,0,70,342,36
2024-11-16_00h46m40s,0,0,88,130,64
2024-04-24_04h39m35s,0,0,61,264,64
2024-02-19_13h17m22s,0,0,61,264,64
2023-01-25_02h40m14s,0,0,65,203,64
2023-08-21_21h37m38s,0,0,47,78,64
2024-01-29_19h29m15s,0,0,163,253,64
2023-11-07_22h11m04s,0,0,90,81,64
2024-10-03_20h18m08s,0,0,351,238,64
2022-12-05_12h03m57s,0,0,143,133,36
2022-10-27_22h04m24s,0,0,85,153,64
2024-02-15_22h17m42s,0,0,362,126,64
2021-09-26_18h15m09s,0,0,50,94,45
2023-02-28_21h16m45s,0,0,123,60,64
2022-11-22_03h09m59s,0,0,76,63,64
2024-08-27_13h52m43s,0,0,155,125,64
2024-05-31_22h10m03s,0,0,26,72,64
2023-10-24_00h12m33s,0,0,209,64,64
2023-01-25_03h42m21s,0,0,91,110,36
2023-12-08_11h38m41s,0,0,83,60,12
2022-01-10_19h24m54s,0,0,43,60,64
2023-10-09_14h42m48s,0,0,143,227,64
2022-12-21_10h54m32s,0,0,143,227,64
2024-05-20_20h48m12s,0,0,194,83,64
2022-06-09_18h54m23s,0,0,33,184,64
2023-06-15_16h46m32s,0,0,17,65,64
2024-08-09_23h32m00s,0,0,93,100,64
2023-10-09_14h47m40s,0,0,341,154,64
2022-11-22_03h09m11s,0,0,83,141,64
2022-11-07_17h28m38s,0,0,197,156,45
2024-02-15_22h23m27s,0,0,356,154,64
2023-06-12_16h53m43s,0,0,150,95,64
2023-10-26_04h44m47s,0,0,51,311,64
2023-06-21_12h17m23s,0,0,280,115,64
2023-02-21_14h46m43s,0,0,178,416,64
2023-07-20_22h38m31s,0,0,53,84,64
2023-12-30_21h54m45s,0,0,51,516,64
2022-10-31_21h48m35s,0,0,114,161,64
2021-12-06_14h55m46s,0,0,51,55,64
2021-12-06_14h44m10s,0,0,51,55,64
2022-10-27_22h05m18s,0,0,158,649,64
2023-10-09_14h41m12s,0,0,181,359,42
2023-12-08_11h28m27s,0,0,85,44,64
2023-10-24_00h04m55s,0,0,40,72,64
2021-04-16_21h49m15s,0,0,154,76,15
2022-10-27_22h04m03s,0,0,148,170,64
2023-10-26_00h18m10s,0,0,126,41,12
2024-02-15_22h30m57s,0,0,112,128,64
2023-05-19_09h33m01s,0,0,300,198,64
2024-05-20_20h52m07s,0,0,155,167,64
2022-10-31_21h42m30s,0,0,205,152,64
2023-08-21_21h32m32s,0,0,51,81,64
2022-11-08_22h52m27s,0,0,130,196,60
2021-12-21_19h16m18s,0,0,135,72,64
2023-12-08_11h32m26s,0,0,84,48,64
2023-10-24_00h04m37s,0,0,65,52,64
2023-09-18_14h44m26s,0,0,1,338,64
2023-06-16_16h43m30s,0,0,137,133,64
2021-09-27_21h29m45s,0,0,117,150,64
2021-11-30_18h19m37s,0,0,29,130,64
2023-06-05_20h00m00s,0,0,140,145,64
2023-08-03_18h18m23s,0,0,88,86,64
2022-10-27_22h05m48s,0,0,110,124,64
2022-07-23_22h43m02s,0,0,165,192,24
2024-04-25_00h55m09s,0,0,90,127,64
2021-11-18_23h18m10s,0,0,29,37,64
2023-06-15_18h06m13s,0,0,111,174,64
2023-12-08_11h33m27s,0,0,77,51,64
2022-03-28_21h29m44s,0,0,158,104,12
2023-05-05_10h29m22s,0,0,165,205,64
2021-12-01_18h44m44s,0,0,304,115,64
2024-06-12_23h16m29s,0,0,187,188,64
2022-09-21_06h38m00s,0,0,49,80,64
2021-11-30_17h58m15s,0,0,104,68,64
2023-02-28_21h17m08s,0,0,119,114,64
2023-10-24_00h05m47s,0,0,114,69,64
2023-02-10_01h15m22s,0,0,108,112,64
2023-11-02_03h41m34s,0,0,96,313,64
2022-11-18_18h21m22s,0,0,150,121,51
2024-05-26_11h12m55s,0,0,86,118,64
2023-10-24_00h05m31s,0,0,120,66,64
2022-12-07_00h50m53s,0,0,34,39,64
2023-05-23_20h44m02s,0,0,178,177,64
2021-11-18_23h17m50s,0,0,29,29,64
2023-12-08_11h30m26s,0,0,83,45,64
2023-08-21_21h13m21s,0,0,43,84,64
2023-10-24_00h11m37s,0,0,100,71,64
2024-04-25_00h55m32s,0,0,121,122,64
2024-02-15_22h00m15s,0,0,77,69,64
2023-11-02_07h45m13s,0,0,61,202,64
2023-06-06_03h16m27s,0,0,225,155,64
2022-12-07_00h49m37s,0,0,34,32,64
2024-11-15_20h53m34s,0,0,82,190,64
2023-10-09_14h49m36s,0,0,150,188,64
2023-03-03_09h57m15s,0,0,150,188,64
2023-02-10_01h19m09s,0,0,111,96,64
2023-02-10_01h17m52s,0,0,96,130,64
2024-02-05_18h47m45s,0,0,187,306,64
2023-12-08_11h34m42s,0,0,80,54,64
2023-02-28_21h18m35s,0,0,59,145,64
2022-10-12_22h52m29s,0,0,33,155,64
2022-10-12_22h52m07s,0,0,92,245,64
2023-10-24_00h12m16s,0,0,265,55,64
2021-11-18_20h09m36s,0,0,32,30,64
2021-11-18_23h17m02s,0,0,22,26,64
2022-04-22_13h59m24s,0,0,82,64,64
2024-04-25_00h55m22s,0,0,115,140,64
2023-02-28_21h19m36s,0,0,121,80,64
2023-10-24_00h05m59s,0,0,88,67,64
2024-08-26_10h18m16s,0,0,85,67,64
2023-10-24_00h11m10s,0,0,101,156,64
2022-10-27_17h43m19s,0,0,26,286,64
2024-04-25_00h54m19s,0,0,117,119,64
2021-12-01_18h16m10s,0,0,261,90,64
2023-02-08_23h57m08s,0,0,104,122,64
2024-04-25_00h54m36s,0,0,167,98,64
2023-08-21_21h13m45s,0,0,78,47,64
2024-04-29_22h32m19s,0,0,87,275,64
2023-02-10_01h16m22s,0,0,71,129,64
2023-10-24_00h06m17s,0,0,183,54,64
2024-04-29_22h30m37s,0,0,190,202,64
2024-11-15_20h52m54s,0,0,168,126,64
2023-02-15_09h02m24s,0,0,213,198,64
2023-06-12_17h01m29s,0,0,140,184,64
2022-12-07_00h57m22s,0,0,28,43,64
2023-02-28_21h16m03s,0,0,122,57,64
2023-02-28_21h17m44s,0,0,134,70,64
2024-02-15_21h59m00s,0,0,179,83,64
2024-05-26_11h12m08s,0,0,99,93,64
2023-11-02_03h57m14s,0,0,66,201,63
2023-02-21_20h23m16s,0,0,155,102,64
2023-07-12_18h34m10s,0,0,132,167,64
2023-07-12_16h17m08s,0,0,132,167,64
2023-06-27_10h08m29s,0,0,280,115,63
